# time, value
189,472.0
190,467.8399963378906
191,469.760009765625
192,480.0
193,475.8399963378906
194,476.79998779296875
195,477.760009765625
196,478.7200012207031
197,475.8399963378906
198,468.79998779296875
199,476.79998779296875
200,485.760009765625
201,496.0
202,553.9199829101562
203,507.8399963378906
204,514.8800048828125
205,530.8800048828125
206,592.9600219726562
207,620.7999877929688
208,673.9199829101562
209,702.719970703125
210,800.6400146484375
211,793.5999755859375
212,803.8400268554688
213,817.9199829101562
214,816.6400146484375
215,820.47998046875
216,805.760009765625
217,806.4000244140625
218,810.8800048828125
219,823.6799926757812
220,833.9199829101562
221,759.6799926757812
222,698.8800048828125
223,619.8400268554688
224,596.7999877929688
225,572.7999877929688
226,586.8800048828125
227,638.719970703125
228,672.6400146484375
229,668.7999877929688
230,698.8800048828125
231,736.6400146484375
232,533.760009765625
233,520.9600219726562
234,523.8400268554688
235,522.8800048828125
236,506.8800048828125
237,514.8800048828125
238,571.8400268554688
239,634.8800048828125
240,693.760009765625
241,741.760009765625
242,806.4000244140625
243,869.760009765625
244,893.4400024414062
245,905.5999755859375
246,906.8800048828125
247,856.9600219726562
248,878.719970703125
249,860.7999877929688
250,841.5999755859375
251,828.7999877929688
252,811.52001953125
253,806.4000244140625
254,811.52001953125
255,832.6400146484375
256,816.6400146484375
257,813.4400024414062
258,788.47998046875
259,770.5599975585938
260,784.0
261,790.4000244140625
262,794.8800048828125
263,796.7999877929688
264,805.760009765625
265,795.52001953125
266,782.719970703125
267,772.47998046875
268,768.6400146484375
269,761.5999755859375
270,752.0
271,755.8400268554688
272,765.4400024414062
273,752.0
274,754.5599975585938
275,752.6400146484375
276,713.5999755859375
277,704.6400146484375
278,681.5999755859375
279,680.9600219726562
280,674.5599975585938
281,656.6400146484375
282,641.9199829101562
283,626.8800048828125
284,624.0
285,634.8800048828125
286,654.719970703125
287,638.719970703125
288,632.9600219726562
289,624.9600219726562
290,614.719970703125
291,600.9600219726562
292,603.8400268554688
293,605.760009765625
294,600.9600219726562
295,584.0
296,588.7999877929688
297,601.9199829101562
298,592.9600219726562
299,640.0
300,711.6799926757812
301,757.760009765625
302,679.6799926757812
303,611.8400268554688
304,568.9600219726562
305,534.719970703125
306,513.9199829101562
307,508.79998779296875
308,499.8399963378906
309,500.79998779296875
310,508.79998779296875
311,497.9200134277344
312,491.8399963378906
313,496.0
314,498.8800048828125
315,496.9599914550781
316,496.0
317,488.9599914550781
318,499.8399963378906
319,494.7200012207031
320,488.9599914550781
321,496.0
322,488.9599914550781
323,489.9200134277344
324,492.79998779296875
325,491.8399963378906
326,489.9200134277344
327,496.9599914550781
328,488.0
329,484.79998779296875
330,482.8800048828125
331,478.7200012207031
332,483.8399963378906
333,482.8800048828125
334,486.7200012207031
335,480.9599914550781
336,475.8399963378906
337,472.9599914550781
338,474.8800048828125
339,465.9200134277344
340,462.7200012207031
341,472.0
342,462.7200012207031
343,464.9599914550781
344,459.8399963378906
345,468.79998779296875
346,469.760009765625
347,472.9599914550781
348,470.7200012207031
349,464.0
350,473.9200134277344
351,470.7200012207031
352,460.79998779296875
353,464.9599914550781
354,462.7200012207031
355,466.8800048828125
356,456.0
357,464.0
358,464.9599914550781
359,469.760009765625
360,464.9599914550781
361,467.8399963378906
362,464.9599914550781
363,465.9200134277344
364,464.9599914550781
365,473.9200134277344
366,462.7200012207031
367,458.8800048828125
368,468.79998779296875
369,459.8399963378906
370,464.9599914550781
371,465.9200134277344
372,458.8800048828125
373,468.79998779296875
374,464.0
375,462.7200012207031
376,454.7200012207031
377,465.9200134277344
378,467.8399963378906
379,457.9200134277344
380,465.9200134277344
381,464.0
382,459.8399963378906
383,456.9599914550781
384,467.8399963378906
385,464.9599914550781
386,464.0
387,466.8800048828125
388,460.79998779296875
389,462.7200012207031
390,465.9200134277344
391,457.9200134277344
392,466.8800048828125
393,467.8399963378906
394,465.9200134277344
395,456.0
396,460.79998779296875
397,465.9200134277344
398,467.8399963378906
399,464.0
400,459.8399963378906
401,461.760009765625
402,465.9200134277344
403,464.9599914550781
404,458.8800048828125
405,460.79998779296875
406,462.7200012207031
407,458.8800048828125
408,451.8399963378906
409,464.0
410,458.8800048828125
411,456.0
412,454.7200012207031
413,467.8399963378906
414,456.9599914550781
415,460.79998779296875
416,465.9200134277344
417,460.79998779296875
418,456.0
419,462.7200012207031
420,458.8800048828125
421,456.0
422,462.7200012207031
423,458.8800048828125
424,454.7200012207031
425,456.9599914550781
426,458.8800048828125
427,464.9599914550781
428,462.7200012207031
429,470.7200012207031
430,468.79998779296875
431,458.8800048828125
432,459.8399963378906
433,460.79998779296875
434,445.760009765625
435,452.79998779296875
436,456.0
437,464.0
438,460.79998779296875
439,462.7200012207031
440,460.79998779296875
441,467.8399963378906
442,465.9200134277344
443,467.8399963378906
444,453.760009765625
445,461.760009765625
446,460.79998779296875
447,464.9599914550781
448,460.79998779296875
449,482.8800048828125
450,494.7200012207031
451,491.8399963378906
452,492.79998779296875
453,485.760009765625
454,488.9599914550781
455,480.9599914550781
456,467.8399963378906
457,464.9599914550781
458,461.760009765625
459,457.9200134277344
460,461.760009765625
461,460.79998779296875
462,470.7200012207031
463,464.9599914550781
464,468.79998779296875
465,464.0
466,456.0
467,460.79998779296875
468,469.760009765625
469,473.9200134277344
470,476.79998779296875
471,480.0
472,478.7200012207031
473,481.9200134277344
474,478.7200012207031
475,480.9599914550781
476,470.7200012207031
477,482.8800048828125
478,475.8399963378906
479,477.760009765625
480,472.9599914550781
481,477.760009765625
482,480.0
483,473.9200134277344
484,472.9599914550781
485,472.0
486,480.9599914550781
487,476.79998779296875
488,472.0
489,467.8399963378906
490,480.0
491,468.79998779296875
492,475.8399963378906
493,480.0
494,476.79998779296875
495,469.760009765625
496,480.9599914550781
497,475.8399963378906
498,473.9200134277344
499,472.0
500,472.9599914550781
501,474.8800048828125
502,472.9599914550781
503,475.8399963378906
504,480.0
505,476.79998779296875
506,477.760009765625
507,481.9200134277344
508,476.79998779296875
509,477.760009765625
510,476.79998779296875
511,478.7200012207031
512,484.79998779296875
513,472.9599914550781
514,480.0
515,474.8800048828125
516,478.7200012207031
517,466.8800048828125
518,472.9599914550781
519,478.7200012207031
520,480.0
521,482.8800048828125
522,475.8399963378906
523,480.0
524,475.8399963378906
525,476.79998779296875
526,467.8399963378906
527,474.8800048828125
528,469.760009765625
529,476.79998779296875
530,478.7200012207031
531,474.8800048828125
532,468.79998779296875
533,466.8800048828125
534,476.79998779296875
535,485.760009765625
536,481.9200134277344
537,482.8800048828125
538,480.9599914550781
539,472.9599914550781
540,477.760009765625
541,474.8800048828125
542,472.9599914550781
543,482.8800048828125
544,480.9599914550781
545,473.9200134277344
546,476.79998779296875
547,482.8800048828125
548,480.9599914550781
549,475.8399963378906
550,472.0
551,482.8800048828125
552,484.79998779296875
553,483.8399963378906
554,484.79998779296875
555,480.0
556,475.8399963378906
557,476.79998779296875
558,478.7200012207031
559,475.8399963378906
560,476.79998779296875
561,482.8800048828125
562,491.8399963378906
563,485.760009765625
564,481.9200134277344
565,483.8399963378906
566,485.760009765625
567,491.8399963378906
568,485.760009765625
569,482.8800048828125
570,478.7200012207031
571,483.8399963378906
572,480.9599914550781
573,484.79998779296875
574,474.8800048828125
575,480.9599914550781
576,477.760009765625
577,474.8800048828125
578,470.7200012207031
579,473.9200134277344
580,468.79998779296875
581,478.7200012207031
582,477.760009765625
583,485.760009765625
584,488.9599914550781
585,484.79998779296875
586,492.79998779296875
587,488.0
588,485.760009765625
589,480.9599914550781
590,485.760009765625
591,489.9200134277344
592,486.7200012207031
593,483.8399963378906
594,478.7200012207031
595,477.760009765625
596,478.7200012207031
597,485.760009765625
598,478.7200012207031
599,482.8800048828125
600,476.79998779296875
601,469.760009765625
602,472.0
603,477.760009765625
604,465.9200134277344
605,470.7200012207031
606,466.8800048828125
607,468.79998779296875
608,462.7200012207031
609,457.9200134277344
610,451.8399963378906
611,460.79998779296875
612,457.9200134277344
613,456.9599914550781
614,461.760009765625
615,457.9200134277344
616,466.8800048828125
617,459.8399963378906
618,449.9200134277344
619,459.8399963378906
620,458.8800048828125
621,451.8399963378906
622,453.760009765625
623,454.7200012207031
624,453.760009765625
625,451.8399963378906
626,453.760009765625
627,451.8399963378906
628,456.0
629,460.79998779296875
630,449.9200134277344
631,456.9599914550781
632,451.8399963378906
633,454.7200012207031
634,456.0
635,450.8800048828125
636,457.9200134277344
637,460.79998779296875
638,464.9599914550781
639,461.760009765625
640,457.9200134277344
641,451.8399963378906
642,456.0
643,460.79998779296875
644,452.79998779296875
645,453.760009765625
646,450.8800048828125
647,448.0
648,449.9200134277344
649,454.7200012207031
650,464.0
651,451.8399963378906
652,445.760009765625
653,449.9200134277344
654,457.9200134277344
655,449.9200134277344
656,456.0
657,456.9599914550781
658,457.9200134277344
659,448.0
660,448.9599914550781
661,461.760009765625
662,451.8399963378906
663,454.7200012207031
664,466.8800048828125
665,452.79998779296875
666,456.0
667,452.79998779296875
668,453.760009765625
669,451.8399963378906
670,456.0
671,448.0
672,446.7200012207031
673,461.760009765625
674,464.0
675,456.9599914550781
676,449.9200134277344
677,456.0
678,448.9599914550781
679,453.760009765625
680,456.9599914550781
681,442.8800048828125
682,438.7200012207031
683,446.7200012207031
684,452.79998779296875
685,446.7200012207031
686,448.0
687,444.79998779296875
688,449.9200134277344
689,451.8399963378906
690,450.8800048828125
691,448.0
692,454.7200012207031
693,451.8399963378906
694,449.9200134277344
695,451.8399963378906
696,443.8399963378906
697,449.9200134277344
698,456.9599914550781
699,448.9599914550781
700,450.8800048828125
701,440.9599914550781
702,452.79998779296875
703,451.8399963378906
704,450.8800048828125
705,448.0
706,440.0
707,450.8800048828125
708,449.9200134277344
709,451.8399963378906
710,449.9200134277344
711,451.8399963378906
712,453.760009765625
713,450.8800048828125
714,444.79998779296875
715,442.8800048828125
716,443.8399963378906
717,451.8399963378906
718,448.0
719,443.8399963378906
720,448.9599914550781
721,446.7200012207031
722,449.9200134277344
723,454.7200012207031
724,450.8800048828125
725,456.0
726,452.79998779296875
727,458.8800048828125
728,449.9200134277344
729,452.79998779296875
730,459.8399963378906
731,448.9599914550781
732,446.7200012207031
733,451.8399963378906
734,454.7200012207031
735,445.760009765625
736,451.8399963378906
737,444.79998779296875
738,448.9599914550781
739,449.9200134277344
740,459.8399963378906
741,452.79998779296875
742,461.760009765625
743,460.79998779296875
744,462.7200012207031
745,456.0
746,446.7200012207031
747,458.8800048828125
748,456.9599914550781
749,464.0
750,456.0
751,458.8800048828125
752,466.8800048828125
753,460.79998779296875
754,464.0
755,465.9200134277344
756,462.7200012207031
757,460.79998779296875
758,453.760009765625
759,459.8399963378906
760,458.8800048828125
761,467.8399963378906
762,456.0
763,454.7200012207031
764,460.79998779296875
765,457.9200134277344
766,446.7200012207031
767,452.79998779296875
768,456.9599914550781
769,460.79998779296875
770,456.0
771,454.7200012207031
772,456.0
773,453.760009765625
774,449.9200134277344
775,456.0
776,458.8800048828125
777,450.8800048828125
778,452.79998779296875
779,456.0
780,456.9599914550781
781,453.760009765625
782,456.9599914550781
783,453.760009765625
784,456.0
785,451.8399963378906
786,458.8800048828125
787,459.8399963378906
788,456.0
789,452.79998779296875
790,448.0
791,453.760009765625
792,458.8800048828125
793,456.9599914550781
794,454.7200012207031
795,461.760009765625
796,456.0
797,454.7200012207031
798,461.760009765625
799,459.8399963378906
800,457.9200134277344
801,453.760009765625
802,460.79998779296875
803,462.7200012207031
804,460.79998779296875
805,457.9200134277344
806,453.760009765625
807,456.9599914550781
808,456.0
809,457.9200134277344
810,459.8399963378906
811,456.9599914550781
812,458.8800048828125
813,456.9599914550781
814,464.0
815,452.79998779296875
816,457.9200134277344
817,458.8800048828125
818,466.8800048828125
819,461.760009765625
820,451.8399963378906
821,456.9599914550781
822,460.79998779296875
823,462.7200012207031
824,451.8399963378906
825,453.760009765625
826,451.8399963378906
827,448.9599914550781
828,453.760009765625
829,456.0
830,450.8800048828125
831,449.9200134277344
832,448.0
833,440.0
834,452.79998779296875
835,449.9200134277344
836,443.8399963378906
837,444.79998779296875
838,442.8800048828125
839,440.9599914550781
840,454.7200012207031
841,448.0
842,438.7200012207031
843,440.9599914550781
844,438.7200012207031
845,441.9200134277344
846,448.0
847,444.79998779296875
848,440.0
849,442.8800048828125
850,445.760009765625
851,440.0
852,449.9200134277344
853,448.0
854,442.8800048828125
855,448.9599914550781
856,444.79998779296875
857,442.8800048828125
858,438.7200012207031
859,440.0
860,442.8800048828125
861,448.9599914550781
862,451.8399963378906
863,441.9200134277344
864,440.9599914550781
865,450.8800048828125
866,446.7200012207031
867,440.0
868,443.8399963378906
869,440.0
870,440.9599914550781
871,444.79998779296875
872,434.8800048828125
873,432.9599914550781
874,452.79998779296875
875,444.79998779296875
876,445.760009765625
877,442.8800048828125
878,440.0
879,436.79998779296875
880,440.9599914550781
881,453.760009765625
882,443.8399963378906
883,436.79998779296875
884,446.7200012207031
885,454.7200012207031
886,444.79998779296875
887,446.7200012207031
888,440.9599914550781
889,443.8399963378906
890,448.0
891,453.760009765625
892,449.9200134277344
893,445.760009765625
894,450.8800048828125
895,449.9200134277344
896,444.79998779296875
897,448.0
898,444.79998779296875
899,442.8800048828125
900,440.0
901,443.8399963378906
902,441.9200134277344
903,444.79998779296875
904,452.79998779296875
905,456.0
906,452.79998779296875
907,446.7200012207031
908,445.760009765625
909,441.9200134277344
910,442.8800048828125
911,436.79998779296875
912,448.9599914550781
913,440.0
914,445.760009765625
915,442.8800048828125
916,457.9200134277344
917,445.760009765625
918,440.9599914550781
919,448.0
920,454.7200012207031
921,451.8399963378906
922,440.0
923,443.8399963378906
924,444.79998779296875
925,451.8399963378906
926,452.79998779296875
927,450.8800048828125
928,458.8800048828125
929,454.7200012207031
930,451.8399963378906
931,448.0
932,453.760009765625
933,456.0
934,459.8399963378906
935,452.79998779296875
936,450.8800048828125
937,462.7200012207031
938,452.79998779296875
939,450.8800048828125
940,460.79998779296875
941,450.8800048828125
942,456.0
943,461.760009765625
944,454.7200012207031
945,457.9200134277344
946,446.7200012207031
947,458.8800048828125
948,453.760009765625
949,454.7200012207031
950,452.79998779296875
951,453.760009765625
952,454.7200012207031
953,458.8800048828125
954,454.7200012207031
955,459.8399963378906
956,457.9200134277344
957,456.0
958,453.760009765625
959,457.9200134277344
960,461.760009765625
961,464.9599914550781
962,466.8800048828125
963,464.0
964,465.9200134277344
965,467.8399963378906
966,466.8800048828125
967,468.79998779296875
968,472.9599914550781
969,477.760009765625
970,482.8800048828125
971,480.9599914550781
972,480.0
973,485.760009765625
974,494.7200012207031
975,496.0
976,506.8800048828125
977,525.760009765625
978,533.760009765625
979,547.8400268554688
980,546.8800048828125
981,560.9600219726562
982,566.719970703125
983,560.0
984,562.8800048828125
985,552.0
986,541.760009765625
987,530.8800048828125
988,515.8400268554688
989,510.7200012207031
990,508.79998779296875
991,512.9600219726562
992,508.79998779296875
993,507.8399963378906
994,515.8400268554688
995,513.9199829101562
996,512.9600219726562
997,524.7999877929688
998,521.9199829101562
999,520.9600219726562
1000,536.9600219726562
1001,547.8400268554688
1002,548.7999877929688
1003,553.9199829101562
1004,561.9199829101562
1005,576.9600219726562
1006,566.719970703125
1007,576.9600219726562
1008,590.719970703125
1009,610.8800048828125
1010,657.9199829101562
1011,645.760009765625
1012,641.9199829101562
1013,642.8800048828125
1014,692.47998046875
1015,716.7999877929688
1016,786.5599975585938
1017,823.6799926757812
1018,880.0
1019,869.760009765625
1020,894.719970703125
1021,880.6400146484375
1022,891.52001953125
1023,892.7999877929688
1024,902.4000244140625
1025,904.9600219726562
1026,851.8400268554688
1027,804.47998046875
1028,753.9199829101562
1029,826.8800048828125
1030,850.5599975585938
1031,875.52001953125
1032,900.47998046875
1033,874.8800048828125
1034,852.47998046875
1035,850.5599975585938
1036,840.9600219726562
1037,821.760009765625
1038,816.0
1039,810.8800048828125
1040,797.4400024414062
1041,810.8800048828125
1042,883.8400268554688
1043,910.719970703125
1044,880.0
1045,848.6400146484375
1046,837.760009765625
1047,839.6799926757812
1048,823.6799926757812
1049,822.4000244140625
1050,806.4000244140625
1051,741.760009765625
1052,721.9199829101562
1053,736.6400146484375
1054,718.719970703125
1055,713.5999755859375
1056,697.5999755859375
1057,677.760009765625
1058,665.5999755859375
1059,617.9199829101562
1060,596.7999877929688
1061,593.9199829101562
1062,587.8400268554688
1063,560.9600219726562
1064,537.9199829101562
1065,515.8400268554688
1066,496.9599914550781
1067,493.760009765625
1068,492.79998779296875
1069,480.0
1070,481.9200134277344
1071,480.9599914550781
1072,477.760009765625
1073,476.79998779296875
1074,475.8399963378906
1075,482.8800048828125
1076,488.9599914550781
1077,482.8800048828125
1078,491.8399963378906
1079,493.760009765625
1080,483.8399963378906
1081,496.0
1082,502.7200012207031
1083,499.8399963378906
1084,501.760009765625
1085,509.760009765625
1086,506.8800048828125
1087,513.9199829101562
1088,515.8400268554688
1089,506.8800048828125
1090,517.760009765625
1091,525.760009765625
1092,520.9600219726562
1093,520.0
1094,526.719970703125
1095,521.9199829101562
1096,513.9199829101562
1097,500.79998779296875
1098,512.0
1099,500.79998779296875
1100,504.9599914550781
1101,494.7200012207031
1102,484.79998779296875
1103,488.9599914550781
1104,490.8800048828125
1105,486.7200012207031
1106,489.9200134277344
1107,480.9599914550781
1108,478.7200012207031
1109,480.9599914550781
1110,490.8800048828125
1111,482.8800048828125
1112,480.9599914550781
1113,486.7200012207031
1114,481.9200134277344
1115,476.79998779296875
1116,478.7200012207031
1117,481.9200134277344
1118,478.7200012207031
1119,464.9599914550781
1120,467.8399963378906
1121,468.79998779296875
1122,469.760009765625
1123,466.8800048828125
1124,470.7200012207031
1125,468.79998779296875
1126,467.8399963378906
1127,468.79998779296875
1128,473.9200134277344
1129,474.8800048828125
1130,464.9599914550781
1131,460.79998779296875
1132,462.7200012207031
1133,468.79998779296875
1134,469.760009765625
1135,461.760009765625
1136,476.79998779296875
1137,468.79998779296875
1138,464.0
1139,453.760009765625
1140,467.8399963378906
1141,458.8800048828125
1142,464.0
1143,456.0
1144,466.8800048828125
1145,460.79998779296875
1146,464.9599914550781
1147,460.79998779296875
1148,456.9599914550781
1149,451.8399963378906
1150,460.79998779296875
1151,462.7200012207031
1152,464.0
1153,466.8800048828125
1154,464.9599914550781
1155,461.760009765625
1156,464.9599914550781
1157,462.7200012207031
1158,454.7200012207031
1159,464.0
1160,462.7200012207031
1161,459.8399963378906
1162,465.9200134277344
1163,459.8399963378906
1164,456.9599914550781
1165,464.9599914550781
1166,458.8800048828125
1167,460.79998779296875
1168,448.9599914550781
1169,453.760009765625
1170,460.79998779296875
1171,459.8399963378906
1172,457.9200134277344
1173,446.7200012207031
1174,457.9200134277344
1175,453.760009765625
1176,451.8399963378906
1177,456.0
1178,461.760009765625
1179,450.8800048828125
1180,449.9200134277344
1181,456.9599914550781
1182,450.8800048828125
1183,452.79998779296875
1184,456.0
1185,453.760009765625
1186,454.7200012207031
1187,452.79998779296875
1188,451.8399963378906
1189,454.7200012207031
1190,456.9599914550781
1191,454.7200012207031
1192,450.8800048828125
1193,456.0
1194,461.760009765625
1195,457.9200134277344
1196,451.8399963378906
1197,457.9200134277344
1198,459.8399963378906
1199,456.9599914550781
1200,453.760009765625
1201,457.9200134277344
1202,453.760009765625
1203,456.9599914550781
1204,453.760009765625
1205,460.79998779296875
1206,451.8399963378906
1207,453.760009765625
1208,448.9599914550781
1209,456.0
1210,457.9200134277344
1211,459.8399963378906
1212,460.79998779296875
1213,459.8399963378906
1214,457.9200134277344
1215,453.760009765625
1216,448.9599914550781
1217,450.8800048828125
1218,451.8399963378906
1219,454.7200012207031
1220,453.760009765625
1221,454.7200012207031
1222,456.0
1223,451.8399963378906
1224,444.79998779296875
1225,454.7200012207031
1226,450.8800048828125
1227,445.760009765625
1228,452.79998779296875
1229,457.9200134277344
1230,448.0
1231,446.7200012207031
1232,450.8800048828125
1233,446.7200012207031
1234,448.9599914550781
1235,448.0
1236,454.7200012207031
1237,464.9599914550781
1238,494.7200012207031
1239,488.9599914550781
1240,506.8800048828125
1241,556.7999877929688
1242,593.9199829101562
1243,618.8800048828125
1244,725.760009765625
1245,802.5599975585938
1246,826.8800048828125
1247,901.760009765625
1248,856.9600219726562
1249,826.8800048828125
1250,842.8800048828125
1251,834.5599975585938
1252,813.4400024414062
1253,814.719970703125
1254,820.47998046875
1255,749.4400024414062
1256,733.4400024414062
1257,737.9199829101562
1258,856.9600219726562
1259,904.9600219726562
1260,916.47998046875
1261,885.760009765625
1262,864.0
1263,846.719970703125
1264,825.5999755859375
1265,845.4400024414062
1266,819.8400268554688
1267,828.7999877929688
1268,823.6799926757812
1269,802.5599975585938
1270,820.47998046875
1271,816.6400146484375
1272,811.52001953125
1273,807.6799926757812
1274,818.5599975585938
1275,844.7999877929688
1276,854.4000244140625
1277,816.6400146484375
1278,816.0
1279,788.47998046875
1280,800.6400146484375
1281,844.7999877929688
1282,820.47998046875
1283,819.8400268554688
1284,846.719970703125
1285,853.760009765625
1286,834.5599975585938
1287,718.719970703125
1288,614.719970703125
1289,652.7999877929688
1290,680.9600219726562
1291,712.9600219726562
1292,734.719970703125
1293,837.760009765625
1294,877.4400024414062
1295,880.6400146484375
1296,892.7999877929688
1297,896.0
1298,892.7999877929688
1299,883.8400268554688
1300,868.47998046875
1301,876.7999877929688
1302,827.52001953125
1303,786.5599975585938
1304,782.719970703125
1305,806.4000244140625
1306,855.6799926757812
1307,875.52001953125
1308,899.8400268554688
1309,882.5599975585938
1310,800.0
1311,780.7999877929688
1312,786.5599975585938
1313,784.0
1314,798.719970703125
1315,778.8800048828125
1316,784.0
1317,773.760009765625
1318,725.760009765625
1319,704.0
1320,742.4000244140625
1321,764.7999877929688
1322,802.5599975585938
1323,776.9600219726562
1324,753.9199829101562
1325,721.9199829101562
1326,722.5599975585938
1327,714.8800048828125
1328,705.9199829101562
1329,707.8400268554688
1330,692.47998046875
1331,672.6400146484375
1332,640.0
1333,634.8800048828125
1334,624.9600219726562
1335,589.760009765625
1336,573.760009765625
1337,529.9199829101562
1338,523.8400268554688
1339,504.9599914550781
1340,497.9200134277344
1341,483.8399963378906
1342,476.79998779296875
1343,477.760009765625
1344,484.79998779296875
1345,497.9200134277344
1346,491.8399963378906
1347,498.8800048828125
1348,491.8399963378906
1349,496.9599914550781
1350,507.8399963378906
1351,506.8800048828125
1352,512.0
1353,501.760009765625
1354,500.79998779296875
1355,499.8399963378906
1356,512.0
1357,506.8800048828125
1358,507.8399963378906
1359,510.7200012207031
1360,513.9199829101562
1361,510.7200012207031
1362,512.9600219726562
1363,514.8800048828125
1364,506.8800048828125
1365,496.0
1366,502.7200012207031
1367,508.79998779296875
1368,500.79998779296875
1369,507.8399963378906
1370,514.8800048828125
1371,505.9200134277344
1372,499.8399963378906
1373,500.79998779296875
1374,493.760009765625
1375,490.8800048828125
1376,482.8800048828125
1377,486.7200012207031
1378,494.7200012207031
1379,492.79998779296875
1380,498.8800048828125
1381,488.0
1382,488.9599914550781
1383,496.9599914550781
1384,497.9200134277344
1385,496.0
1386,493.760009765625
1387,490.8800048828125
1388,489.9200134277344
1389,480.9599914550781
1390,465.9200134277344
1391,458.8800048828125
1392,450.8800048828125
1393,452.79998779296875
1394,448.0
1395,446.7200012207031
1396,452.79998779296875
1397,451.8399963378906
1398,454.7200012207031
1399,452.79998779296875
1400,445.760009765625
1401,448.9599914550781
1402,449.9200134277344
1403,443.8399963378906
1404,445.760009765625
1405,451.8399963378906
1406,453.760009765625
1407,440.9599914550781
1408,442.8800048828125
1409,449.9200134277344
1410,446.7200012207031
1411,442.8800048828125
1412,448.9599914550781
1413,451.8399963378906
1414,442.8800048828125
1415,445.760009765625
1416,450.8800048828125
1417,443.8399963378906
1418,445.760009765625
1419,440.9599914550781
1420,450.8800048828125
1421,440.9599914550781
1422,445.760009765625
1423,456.0
1424,448.0
1425,452.79998779296875
1426,443.8399963378906
1427,440.9599914550781
1428,446.7200012207031
1429,444.79998779296875
1430,449.9200134277344
1431,444.79998779296875
1432,448.9599914550781
1433,452.79998779296875
1434,446.7200012207031
1435,450.8800048828125
1436,449.9200134277344
1437,451.8399963378906
1438,452.79998779296875
1439,443.8399963378906
1440,449.9200134277344
