# time, value
368,0.777189
369,0.553629
370,0.931557
371,0.858576
372,0.106996
373,0.201087
374,0.830325
375,0.464314
376,0.640767
377,0.032154
378,0.238265
379,0.630215
380,0.165739
381,0.016001
382,0.233216
383,0.255063
384,0.279419
385,0.870556
386,0.508543
387,0.363537
388,0.721490
389,0.650714
390,0.576749
391,0.730769
392,0.111341
393,0.157855
394,0.350450
395,0.364800
396,0.204577
397,0.956078
398,0.975390
399,0.800692
400,0.330106
401,0.272263
402,0.052772
403,0.991743
404,0.610845
405,0.293607
406,0.317966
407,0.775256
408,0.893584
409,0.130976
410,0.352486
411,0.900087
412,0.134009
413,0.641080
414,0.968435
415,0.820112
416,0.303305
417,0.026937
418,0.755546
419,0.284736
420,0.759655
421,0.897968
422,0.634689
423,0.328853
424,0.165613
425,0.959148
426,0.261715
427,0.611100
428,0.132408
429,0.935258
430,0.990857
431,0.136654
432,0.444574
433,0.167428
434,0.850254
435,0.612118
436,0.894661
437,0.641115
438,0.682536
439,0.457903
440,0.173006
441,0.558942
442,0.600127
443,0.843048
444,0.879001
445,0.351653
446,0.964902
447,0.569373
448,0.735254
449,0.327160
450,0.830744
451,0.137165
452,0.550452
453,0.300671
454,0.261509
455,0.312031
456,0.348956
457,0.272465
458,0.538511
459,0.538159
460,0.757931
461,0.345131
462,0.395578
463,0.950921
464,0.666517
465,0.500004
466,0.199388
467,0.377321
468,0.504590
469,0.603958
470,0.315048
471,0.062908
472,0.473784
473,0.804681
474,0.993748
475,0.073483
476,0.682223
477,0.102350
478,0.655445
479,0.192505
480,0.892567
481,0.735428
482,0.481342
483,0.820825
484,0.482502
485,0.305551
486,0.281672
487,0.606094
488,0.444860
489,0.767386
490,0.149473
491,0.767476
492,0.687004
493,0.172925
494,0.653973
495,0.530178
496,0.618702
497,0.977163
498,0.661857
499,0.491099
500,0.966432
501,0.025396
502,0.629216
503,0.192344
504,0.802922
505,0.893899
506,0.567150
507,0.914743
508,0.799287
509,0.239754
510,0.064934
511,0.263210
512,0.188728
513,0.097025
514,0.101578
515,0.565921
516,0.093711
517,0.797112
518,0.620178
519,0.510656
520,0.235515
521,0.097479
522,0.567037
523,0.413814
524,0.194489
525,0.856638
526,0.587361
527,0.158223
528,0.884500
529,0.349763
530,0.474411
531,0.132430
532,0.200643
533,0.288032
534,0.336193
535,0.749343
536,0.783987
537,0.806178
538,0.839154
539,0.041029
540,0.178082
541,0.433504
542,0.223634
543,0.424364
544,0.440006
545,0.650048
546,0.977673
547,0.293761
548,0.494966
549,0.079070
550,0.469909
551,0.052929
552,0.998235
553,0.463359
554,0.046166
555,0.396418
556,0.009556
557,0.273645
558,0.365782
559,0.536864
560,0.493514
561,0.024824
562,0.295848
563,0.158031
564,0.106863
565,0.087123
566,0.268304
567,0.383182
568,0.867778
569,0.472395
570,0.686131
571,0.357206
572,0.984626
573,0.351530
574,0.000900
575,0.706907
576,0.893030
577,0.358207
578,0.519594
579,0.214430
580,0.077600
581,0.689669
582,0.765251
583,0.529621
584,0.350277
585,0.857926
586,0.011109
587,0.290847
588,0.737207
589,0.078487
590,0.441849
591,0.361509
592,0.711306
593,0.833758
594,0.160218
595,0.552009
596,0.943778
597,0.666517
598,0.115654
599,0.124713
600,0.453853
601,0.804274
602,0.537041
603,0.858482
604,0.593196
605,0.583303
606,0.568134
607,0.195507
608,0.383483
609,0.230120
610,0.460689
611,0.959037
612,0.910886
613,0.128165
614,0.694537
615,0.676664
616,0.395338
617,0.256374
618,0.197020
619,0.766462
620,0.231050
621,0.921907
622,0.874315
623,0.740414
624,0.869871
625,0.070950
626,0.474748
627,0.880225
628,0.013544
629,0.608289
630,0.077718
631,0.087661
632,0.117945
633,0.142826
634,0.925281
635,0.816674
636,0.326036
637,0.742510
638,0.475896
639,0.325392
640,0.089362
641,0.646240
642,0.258610
643,0.731344
644,0.453080
645,0.386407
646,0.276142
647,0.504115
648,0.482238
649,0.836113
650,0.281844
651,0.689720
652,0.022599
653,0.072485
654,0.943652
655,0.206876
656,0.374928
657,0.492138
658,0.541659
659,0.166737
660,0.543043
661,0.317601
662,0.379157
663,0.312764
664,0.813721
665,0.506741
666,0.113018
667,0.326081
668,0.974468
669,0.518278
670,0.242172
671,0.511043
672,0.061868
673,0.604259
674,0.171662
675,0.991443
676,0.399883
677,0.328143
678,0.864535
679,0.722385
680,0.938173
681,0.783797
682,0.945172
683,0.640938
684,0.088500
685,0.216380
686,0.521143
687,0.616934
688,0.528108
689,0.926531
690,0.897770
691,0.673759
692,0.527850
693,0.870837
694,0.881436
695,0.094156
696,0.302750
697,0.944705
698,0.583781
699,0.702729
700,0.293848
701,0.319424
702,0.630487
703,0.809695
704,0.941811
705,0.605126
706,0.380269
707,0.197434
708,0.773344
709,0.962557
710,0.441751
711,0.337355
712,0.702832
713,0.303557
714,0.671856
715,0.693738
716,0.546490
717,0.756914
718,0.886986
719,0.573764
720,0.836755
721,0.532452
722,0.402050
723,0.265970
724,0.986854
725,0.317070
726,0.949203
727,0.365445
728,0.861916
729,0.443191
730,0.033495
731,0.324670
732,0.187516
733,0.157583
734,0.356100
735,0.664795
736,0.974566
737,0.290590
738,0.700919
739,0.312536
740,0.303950
741,0.481309
742,0.210687
743,0.230263
744,0.214030
745,0.743804
746,0.973195
747,0.066522
748,0.265875
749,0.963952
750,0.478507
751,0.730301
752,0.629267
753,0.593637
754,0.149419
755,0.287476
756,0.648066
757,0.756160
758,0.844017
759,0.609345
760,0.384796
761,0.368767
762,0.523095
763,0.361242
764,0.947146
765,0.631422
766,0.160909
767,0.752447
768,0.210632
769,0.826880
770,0.291718
771,0.778429
772,0.840790
773,0.692032
774,0.971182
775,0.722200
776,0.156344
777,0.684756
778,0.546958
779,0.892706
780,0.456956
781,0.301644
782,0.836625
783,0.527027
784,0.498303
785,0.303917
786,0.152256
787,0.561275
788,0.824263
789,0.018701
790,0.356860
791,0.966964
792,0.416914
793,0.590059
794,0.594186
795,0.748472
796,0.311374
797,0.868966
798,0.366985
799,0.312307
800,0.766556
801,0.676558
802,0.895102
803,0.308631
804,0.631781
805,0.716155
806,0.476327
807,0.900810
808,0.388502
809,0.821142
810,0.463594
811,0.023479
812,0.818075
813,0.618088
814,0.226744
815,0.573951
816,0.376608
817,0.175668
818,0.892778
819,0.789530
820,0.190522
821,0.374952
822,0.100453
823,0.914639
824,0.180574
825,0.939160
826,0.163653
827,0.171706
828,0.164420
829,0.320252
830,0.268900
831,0.938336
832,0.508961
833,0.084930
834,0.096619
835,0.264274
836,0.308758
837,0.270846
838,0.988283
839,0.531846
840,0.927827
841,0.164281
842,0.131967
843,0.939362
844,0.491955
845,0.404272
846,0.744730
847,0.338449
848,0.223128
849,0.431656
850,0.023817
851,0.273316
852,0.300755
853,0.070516
854,0.250613
855,0.305079
856,0.383270
857,0.888532
858,0.722445
859,0.884693
860,0.622779
861,0.909788
862,0.956965
863,0.307369
864,0.448165
865,0.416379
866,0.101199
867,0.931952
868,0.502219
869,0.218230
870,0.148342
871,0.688261
872,0.777752
873,0.101564
874,0.625331
875,0.227717
876,0.169376
877,0.723068
878,0.659535
879,0.924159
880,0.477461
881,0.800391
882,0.913430
883,0.218100
884,0.186972
885,0.434375
886,0.580975
887,0.328286
888,0.872830
889,0.211203
890,0.828951
891,0.782803
892,0.032655
893,0.375772
894,0.855464
895,0.962588
896,0.450154
897,0.199221
898,0.579036
899,0.867550
900,0.919955
901,0.729412
902,0.437569
903,0.241344
904,0.614954
905,0.750294
906,0.471232
907,0.692104
908,0.558606
909,0.694664
910,0.563879
911,0.815495
912,0.662897
913,0.896431
914,0.023433
915,0.373302
916,0.371308
917,0.752895
918,0.290540
919,0.594909
920,0.566301
921,0.648201
922,0.209762
923,0.309760
924,0.955161
925,0.131214
926,0.683880
927,0.297458
928,0.314660
929,0.346593
930,0.896016
931,0.138490
932,0.201688
933,0.812762
934,0.908267
935,0.910270
936,0.267723
937,0.887983
938,0.913169
939,0.386287
940,0.454890
941,0.070074
942,0.355304
943,0.304579
944,0.088718
945,0.325163
946,0.574481
947,0.056487
948,0.389951
949,0.576998
950,0.041842
951,0.436202
952,0.262054
953,0.405337
954,0.545670
955,0.387990
956,0.629254
957,0.758682
958,0.136835
959,0.952236
960,0.200904
961,0.888392
962,0.976786
963,0.063611
964,0.205989
965,0.423219
966,0.749711
967,0.046142
968,0.118959
969,0.621820
970,0.938142
971,0.197889
972,0.068281
973,0.399519
974,0.778883
975,0.588339
976,0.778159
977,0.398128
978,0.238107
979,0.981613
980,0.636915
981,0.523160
982,0.536155
983,0.678528
984,0.246521
985,0.163676
986,0.994164
987,0.196155
988,0.267228
989,0.720216
990,0.280747
991,0.947572
992,0.950324
993,0.276614
994,0.636448
995,0.396589
996,0.284729
997,0.095738
998,0.452541
999,0.020147
1000,0.406622
1001,0.667160
1002,0.902962
1003,0.388707
1004,0.077926
1005,0.802600
1006,0.223986
1007,0.711819
1008,0.389163
1009,0.199362
1010,0.501699
1011,0.114330
1012,0.791283
1013,0.394492
1014,0.833696
1015,0.538034
1016,0.489365
1017,0.444842
1018,0.197475
1019,0.726275
1020,0.211904
1021,0.965279
1022,0.916899
1023,0.283608
1024,0.666402
1025,0.193111
1026,0.497306
1027,0.170565
1028,0.112631
1029,0.333208
1030,0.270007
1031,0.751611
1032,0.116470
1033,0.961991
1034,0.383348
1035,0.937281
1036,0.743578
1037,0.549445
1038,0.072936
1039,0.066077
1040,0.040959
1041,0.132224
1042,0.813647
1043,0.632898
1044,0.927359
1045,0.365426
1046,0.339481
1047,0.430743
1048,0.652661
1049,0.505570
1050,0.405611
1051,0.023892
1052,0.585370
1053,0.647646
1054,0.724345
1055,0.362019
1056,0.435946
1057,0.425864
1058,0.046017
1059,0.843745
1060,0.139316
1061,0.237482
1062,0.263485
1063,0.698833
1064,0.140599
1065,0.627246
1066,0.100795
1067,0.293754
1068,0.656221
1069,0.903218
1070,0.613003
1071,0.351283
1072,0.771378
1073,0.066342
1074,0.058817
1075,0.554533
1076,0.530643
1077,0.499649
1078,0.223187
1079,0.373321
1080,0.229303
1081,0.150456
1082,0.663047
1083,0.074521
1084,0.999054
1085,0.549954
1086,0.246984
1087,0.895646
1088,0.943806
1089,0.146984
1090,0.547238
1091,0.055208
1092,0.362186
1093,0.163117
1094,0.799626
1095,0.231788
1096,0.745764
1097,0.478421
1098,0.663776
1099,0.952736
1100,0.324958
1101,0.368097
1102,0.163543
1103,0.512545
1104,0.880662
1105,0.395312
1106,0.704790
1107,0.194687
1108,0.038578
1109,0.046667
1110,0.544638
1111,0.219401
1112,0.434401
1113,0.584997
1114,0.462635
1115,0.239470
1116,0.073823
1117,0.010290
1118,0.476315
1119,0.943576
1120,0.109744
1121,0.892569
1122,0.548010
1123,0.048627
1124,0.867650
1125,0.321030
1126,0.723737
1127,0.077480
1128,0.947745
1129,0.516789
1130,0.458517
1131,0.798366
1132,0.497960
1133,0.419622
1134,0.594685
1135,0.800537
1136,0.608527
1137,0.329479
1138,0.748859
1139,0.966378
1140,0.891042
1141,0.259623
1142,0.671731
1143,0.060324
1144,0.616234
1145,0.333444
1146,0.882943
1147,0.090420
1148,0.618802
1149,0.123577
1150,0.078353
1151,0.372200
1152,0.605692
1153,0.334319
1154,0.919307
1155,0.015008
1156,0.128071
1157,0.778435
1158,0.188496
1159,0.690655
1160,0.445681
1161,0.528295
1162,0.952572
1163,0.106570
1164,0.340444
1165,0.129022
1166,0.907387
1167,0.603414
1168,0.286869
1169,0.815742
1170,0.804145
1171,0.185359
1172,0.291703
1173,0.528902
1174,0.045781
1175,0.962448
1176,0.539945
1177,0.690577
1178,0.208642
1179,0.796030
1180,0.688552
1181,0.106436
1182,0.468219
1183,0.892817
1184,0.381775
1185,0.699773
1186,0.329396
1187,0.213031
1188,0.681027
1189,0.632809
1190,0.585242
1191,0.945220
1192,0.683320
1193,0.400512
1194,0.444199
1195,0.987909
1196,0.093789
1197,0.893249
1198,0.209300
1199,0.251604
1200,0.342415
1201,0.291346
1202,0.946881
1203,0.784180
1204,0.292544
1205,0.476994
1206,0.874745
1207,0.875597
1208,0.121870
1209,0.852141
1210,0.715961
1211,0.628240
1212,0.885028
1213,0.998896
1214,0.849815
1215,0.365849
1216,0.412321
1217,0.946415
1218,0.160296
1219,0.739882
1220,0.461598
1221,0.460518
1222,0.705108
1223,0.668812
1224,0.592538
1225,0.620628
1226,0.459490
1227,0.349981
1228,0.494318
1229,0.277832
1230,0.729551
1231,0.480339
1232,0.976101
1233,0.279734
1234,0.410460
1235,0.086731
1236,0.437908
1237,0.050907
1238,0.147984
1239,0.118307
1240,0.177950
1241,0.820560
1242,0.525057
1243,0.969569
1244,0.716204
1245,0.644707
1246,0.911393
1247,0.192157
1248,0.446103
1249,0.855631
1250,0.954081
1251,0.481328
1252,0.624384
1253,0.862339
1254,0.776226
1255,0.132465
1256,0.480477
1257,0.731409
1258,0.338867
1259,0.076366
1260,0.824705
1261,0.901674
1262,0.297813
1263,0.424778
1264,0.777471
1265,0.110193
1266,0.441852
1267,0.189340
1268,0.314527
1269,0.930614
1270,0.165312
1271,0.858841
1272,0.521800
1273,0.677188
1274,0.988058
1275,0.988462
1276,0.779379
1277,0.016333
1278,0.266357
1279,0.548464
1280,0.556229
1281,0.946159
1282,0.571852
1283,0.972644
1284,0.921518
1285,0.163988
1286,0.425831
1287,0.902494
1288,0.950507
1289,0.060228
1290,0.425694
1291,0.872030
1292,0.936539
1293,0.164509
1294,0.516242
1295,0.055379
1296,0.414171
1297,0.135862
1298,0.413955
1299,0.421269
1300,0.176305
1301,0.785704
1302,0.495157
1303,0.583720
1304,0.756737
1305,0.268772
1306,0.887576
1307,0.290489
1308,0.558273
1309,0.424083
1310,0.139046
1311,0.404203
1312,0.503133
1313,0.612948
1314,0.924866
1315,0.421567
1316,0.594486
1317,0.176290
1318,0.247753
1319,0.727800
1320,0.379009
1321,0.197915
1322,0.512165
1323,0.544583
1324,0.621454
1325,0.919343
1326,0.874306
1327,0.035974
1328,0.158687
1329,0.402629
1330,0.159489
1331,0.181375
1332,0.220137
1333,0.792678
1334,0.546993
1335,0.321814
1336,0.433531
1337,0.131022
1338,0.397600
1339,0.457112
1340,0.515189
1341,0.359991
1342,0.571717
1343,0.068091
1344,0.244549
1345,0.887220
1346,0.761285
1347,0.029280
1348,0.908208
1349,0.577750
1350,0.725529
1351,0.976512
1352,0.432192
1353,0.141102
1354,0.987320
1355,0.910114
1356,0.227282
1357,0.212925
1358,0.091512
1359,0.833274
1360,0.902312
1361,0.739792
1362,0.412548
1363,0.024211
1364,0.388891
1365,0.385659
1366,0.456333
1367,0.089403
1368,0.716883
1369,0.637071
1370,0.878639
1371,0.454061
1372,0.822396
1373,0.674382
1374,0.532452
1375,0.746860
1376,0.227216
1377,0.358131
1378,0.988794
1379,0.918768
1380,0.020474
1381,0.991010
1382,0.133294
1383,0.666234
1384,0.764768
1385,0.034956
1386,0.292836
1387,0.807523
1388,0.384866
1389,0.798592
1390,0.363944
1391,0.865940
1392,0.004018
1393,0.658856
1394,0.245014
1395,0.903065
1396,0.522083
1397,0.302747
1398,0.288116
1399,0.103910
1400,0.509618
1401,0.610605
1402,0.968608
1403,0.705864
1404,0.887875
1405,0.838527
1406,0.059749
1407,0.938412
1408,0.085667
1409,0.940183
1410,0.370433
1411,0.895905
1412,0.488614
1413,0.678829
1414,0.364880
1415,0.274389
1416,0.298872
1417,0.647786
1418,0.481264
1419,0.336416
1420,0.744067
1421,0.798882
1422,0.624602
1423,0.964236
1424,0.356013
1425,0.838387
1426,0.162975
1427,0.230016
1428,0.854080
1429,0.481980
1430,0.838066
1431,0.295240
1432,0.176243
1433,0.972654
1434,0.573868
1435,0.670674
1436,0.073040
1437,0.137199
1438,0.664736
1439,0.766185
